Strata,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI
Male,0.002558368,0.00222155,1.002561643,0.998205742,1.006937,-0.002012031,0.01948126,0.999798817,0.995988537,1.003624,0.00032115,0.000267192,1.004119179,0.997410769,1.010873,0.000433806,0.000276116,1.002823718,0.99930227,1.006358
Warm All,0.002150088,0.001606481,1.002152401,0.999001884,1.005313,0.002778086,0.018414614,1.000277847,0.996674087,1.003895,0.000279945,0.00019099,1.00358972,0.998792457,1.008410,0.000232337,0.000224649,1.001511334,0.998649073,1.004382
Warm Female,0.002053157,0.0019133,1.002055266,0.998304528,1.005820,-0.01129632,0.02193993,0.998871006,0.994584857,1.003176,0.000271418,0.000227449,1.00348019,0.997770402,1.009223,0.000257798,0.000267572,1.001677092,0.998268324,1.005098
Warm Male,0.002259206,0.001977166,1.00226176,0.998385266,1.006153,0.01997959,0.02264444,1.001999956,0.997562624,1.006457,0.000289645,0.00023509,1.003714338,0.997811917,1.009652,0.000199063,0.000276438,1.001294745,0.997774569,1.004827
Cold All,0.004152215,0.002134036,1.004160847,0.999969505,1.008370,0.0115528,0.01509411,1.001155948,0.998198459,1.004122,-8.41743E-05,0.000264143,0.99892315,0.992325346,1.005565,0.000510335,0.000234653,1.003322687,1.000327754,1.006327
Cold Female,0.004444522,0.002522054,1.004454414,0.99950142,1.009432,0.03237323,0.01787422,1.003242569,0.999734011,1.006763,-0.000502859,0.000312077,0.99358407,0.985835284,1.001394,0.000371257,0.000277514,1.002416086,0.998878279,1.005966
Cold Male,0.003817068,0.002511248,1.003824362,0.998895632,1.008777,-0.01352178,0.01770396,0.998648736,0.995189454,1.002120,0.000426581,0.000310594,1.005475174,0.997670786,1.013341,0.000683518,0.000275896,1.004452749,1.000928382,1.007990
Age 0-10 All,0.007402026,0.005204303,1.007429489,0.997205504,1.017758,-0.03331114,0.04467943,0.996674428,0.987984487,1.005441,0.000589443,0.000623719,1.007573398,0.991929755,1.023464,0.000968626,0.000642344,1.006315933,0.998114395,1.014585
Age 0-10 Female,0.00444644,0.006988239,1.00445634,0.990792146,1.018309,-0.04006677,0.05986244,0.996001339,0.984383507,1.007756,0.001024956,0.000835909,1.013205875,0.992178888,1.034678,0.000740776,0.000861758,1.004826655,0.993855202,1.015919
Age 0-10 Male,0.009793616,0.006499237,1.00984173,0.997059443,1.022788,-0.02794496,0.05589005,0.997209405,0.986345139,1.008193,0.000233585,0.000780076,1.002994362,0.983556041,1.022817,0.001153635,0.000802792,1.007526814,0.997274774,1.017884
Age 11-60 All,0.000535377,0.002097245,1.00053552,0.996431159,1.004657,0.006902086,0.018475036,1.000690447,0.997073392,1.004321,-4.90829E-06,0.000252347,0.999937176,0.993626694,1.006288,0.000195911,0.000261011,1.001274235,0.997950249,1.004609
Age 11-60 Female,0.001228055,0.00254776,1.001228809,0.996241526,1.006241,0.005231132,0.022503847,1.00052325,0.996119906,1.004946,-1.28785E-05,0.000306432,0.999835169,0.992178141,1.007551,0.000192158,0.000317125,1.00124981,0.997212744,1.005303
Age 11-60 Male,-0.000395289,0.002676032,0.999604789,0.994375565,1.004862,0.009114318,0.023490929,1.000911847,0.99631402,1.005531,6.05316E-06,0.000322175,1.000077483,0.992026701,1.008194,0.000200753,0.00033302,1.001305749,0.997066532,1.005563
Age 60+All,0.005890284,0.00266048,1.005907666,1.000675972,1.011167,0.0206745,0.02344859,1.002069589,0.99747472,1.006686,0.000307614,0.000320068,1.003945221,0.995915958,1.012039,0.000558513,0.000331202,1.003636932,0.999410991,1.007881
Age 60+ Female,0.006262326,0.003295896,1.006281975,0.999802389,1.012804,0.05069013,0.02905736,1.005081882,0.999373966,1.010822,-0.000191038,0.000396623,0.997557707,0.987680743,1.007533,0.000506859,0.000410739,1.003300015,0.998063649,1.008564
Age 60+ Male,0.005462917,0.003519918,1.005477866,0.998564908,1.012439,-0.01327101,0.03098305,0.998673779,0.992627532,1.004757,0.000875382,0.00042287,1.011267905,1.00059611,1.022054,0.000616316,0.00043755,1.004014086,0.998432893,1.009626
All: LAG 7,0.002150614,0.001843438,1.002152928,0.998538544,1.005780,-0.009024878,0.016357967,0.999097919,0.99589978,1.002306,0.000495657,0.000221359,1.006364577,1.000791279,1.011969,0.00020438,0.000229267,1.001329353,0.998408879,1.004258
Female,0.002377233,0.00218601,1.002380061,0.998094471,1.006684,0.005370946,0.019432046,1.000537239,0.996733759,1.004355,0.000400701,0.000262451,1.005142146,0.998545648,1.011782,0.000153651,0.000272044,1.000999232,0.997535939,1.004475
Male,0.001876314,0.002214198,1.001878075,0.997539518,1.006236,-0.02656466,0.01959934,0.997347059,0.993523129,1.001186,0.000612743,0.000266009,1.007873953,1.001170171,1.014623,0.00026657,0.000275149,1.001734204,0.998228869,1.005252
Warm All,0.005092723,0.001608535,1.005105713,1.001941877,1.008280,0.01015889,0.01863433,1.001016405,0.997367033,1.004679,0.000656026,0.000189507,1.008432486,1.003649433,1.013238,0.000654145,0.000225038,1.004260992,1.001385919,1.007144
Warm Female,0.005237444,0.0019141,1.005251183,1.001486912,1.009030,0.03071104,0.02215537,1.003075825,0.998729459,1.007441,0.000544774,0.000225583,1.006997469,1.001314545,1.012713,0.000828237,0.000267517,1.005398055,1.001977327,1.008830
Warm Male,0.004910702,0.00198117,1.004922779,1.001028137,1.008833,-0.01516365,0.02294327,0.998484784,0.994004797,1.002985,0.00079212,0.000233333,1.010190714,1.004294478,1.016122,0.000439116,0.000277396,1.002858328,0.999320453,1.006409
Cold All,-0.001150082,0.002110621,0.998850579,0.994727052,1.002991,-0.01940419,0.01512734,0.998061462,0.995106634,1.001025,0.000349856,0.00026364,1.004488204,0.997866241,1.011154,-0.000129698,0.000232706,0.99915732,0.996199533,1.002124
Cold Female,-0.000834395,0.002497227,0.999165953,0.994287419,1.004068,-0.007632675,0.017943669,0.999237024,0.99572892,1.002757,0.000257685,0.00031181,1.003303811,0.995485903,1.011183,-0.000386154,0.000275533,0.997493144,0.993997789,1.001001
Cold Male,-0.001508578,0.002483169,0.998492559,0.993644692,1.003364,-0.03360951,0.01774175,0.996644691,0.993184994,1.000116,0.000464166,0.000310345,1.005959004,0.998157077,1.013822,0.000186175,0.000273445,1.00121087,0.997729037,1.004705
Age 0-10 All,0.003294346,0.005210778,1.003299778,0.993105101,1.013599,-0.07525379,0.04485507,0.992502866,0.983815428,1.001267,0.001265858,0.000619534,1.016334956,1.000660315,1.032255,0.000411688,0.000643494,1.002679558,0.994493086,1.010933
Age 0-10 Female,0.0052717,0.006983272,1.00528562,0.991619798,1.019140,-0.04648815,0.05975885,0.995361974,0.983771574,1.007089,0.001425889,0.000829601,1.018418957,0.997441636,1.039837,0.000703054,0.000859187,1.00458031,0.99364409,1.015637
Age 0-10 Male,0.00172255,0.00650971,1.001724034,0.989024197,1.014587,-0.09846794,0.05631628,0.990201527,0.979331792,1.001192,0.001127431,0.000774832,1.014535752,0.995004659,1.034450,0.000174478,0.000806313,1.001134751,0.990903313,1.011472
Age 11-60 All,0.001336902,0.002091981,1.001337796,0.997240434,1.005452,-0.006702563,0.018587341,0.999329968,0.995695914,1.002977,0.000313918,0.000251402,1.004026229,0.997713595,1.010379,0.000172843,0.000260283,1.001124109,0.997809873,1.004449
Age 11-60 Female,-1.73858E-05,0.002539948,0.999982614,0.995016774,1.004973,-0.00978664,0.02262798,0.999021815,0.99460088,1.003462,0.000219366,0.000305082,1.002811825,0.995165698,1.010517,-3.68178E-05,0.000316253,0.999760713,0.995740719,1.003797
Age 11-60 Male,0.003177025,0.002668902,1.003182077,0.997948085,1.008444,-0.002636618,0.023629143,0.999736373,0.995116987,1.004377,0.000442089,0.000321009,1.005674781,0.997608137,1.013807,0.00045533,0.000331715,1.002964028,0.998734399,1.007212
Age 60+All,0.003363298,0.002653302,1.00336896,0.998164513,1.008601,0.003177248,0.023658649,1.000317775,0.995689945,1.004967,0.000650998,0.000319149,1.008367591,1.000326012,1.016474,0.000209489,0.000330268,1.001362603,0.997158102,1.005585
Age 60+ Female,0.006594912,0.003287321,1.006616706,1.000151774,1.013123,0.04651918,0.02931634,1.004662755,0.998906514,1.010452,0.00056442,0.000395416,1.00725074,0.997308008,1.017293,0.000422401,0.000409629,1.002749378,0.997529994,1.007996
Age 60+ Male,-0.00029751,0.003507727,0.999702534,0.992853008,1.006599,-0.04581525,0.03125377,0.995428954,0.989349855,1.001545,0.000750213,0.000422215,1.009648975,0.999010681,1.020401,-3.12315E-05,0.000436142,0.999797016,0.994257106,1.005368
All: LAG 8,0.000699923,0.001845357,1.000700168,0.997087274,1.004326,0.00035829,0.016403775,1.00003583,0.996825738,1.003256,0.000116965,0.000220905,1.001498278,0.995963252,1.007064,0.000149306,0.000229033,1.00097096,0.998054502,1.003896
Female,0.002719643,0.002184888,1.002723345,0.998438483,1.007027,0.01845989,0.01946522,1.001847694,0.998032743,1.005677,5.02487E-05,0.000261633,1.00064339,0.99409682,1.007233,0.000331401,0.000271327,1.002156431,0.998698255,1.005627
Male,-0.001775642,0.0022197,0.998225934,0.993892473,1.002578,-0.02166561,0.01967761,0.997835784,0.993994732,1.001692,0.000199053,0.000265712,1.002551127,0.995890169,1.009257,-7.33051E-05,0.000275361,0.99952363,0.996023344,1.003036
Warm All,0.004296023,0.001617449,1.004305264,1.001126457,1.007494,0.04402426,0.01877599,1.004412131,1.000722593,1.008115,5.95473E-05,0.000188902,1.000762495,0.996030924,1.005517,0.000548669,0.000225512,1.003572717,1.000693569,1.006460
Warm Female,0.005207544,0.001923401,1.005221127,1.001438712,1.009018,0.05363196,0.02234275,1.005377604,1.000984501,1.009790,0.000064646,0.000224778,1.000827811,0.995199786,1.006488,0.000694444,0.000268052,1.00452409,1.001099504,1.007960
Warm Male,0.003173112,0.001997314,1.003178152,0.999258651,1.007113,0.03216326,0.02316304,1.003221504,0.998677246,1.007786,5.32758E-05,0.000232947,1.000682163,0.99485105,1.006547,0.000368307,0.00027858,1.002396864,0.998845558,1.005961
Cold All,-0.003451513,0.002099114,0.996554437,0.992462772,1.000663,-0.02087964,0.01514529,0.997914214,0.994956321,1.000881,0.000216727,0.000264027,1.00277796,0.996157597,1.009442,-0.000158287,0.000231846,0.998971666,0.996025333,1.001927
Cold Female,1.33152E-05,0.002477986,1.000013315,0.995168174,1.004882,0.002492332,0.017914057,1.000249264,0.996743392,1.003767,-2.3503E-05,0.00031153,0.999699207,0.991916352,1.007543,5.01782E-05,0.000273771,1.000326211,0.996843311,1.003821
Cold Male,-0.007662713,0.002472763,0.992366571,0.987568588,0.997188,-0.049106686,0.017798448,0.995101369,0.99163601,0.998579,0.000510515,0.000311314,1.00655599,0.998725173,1.014448,-0.00040964,0.000273123,0.99734088,0.993876582,1.000817
Age 0-10 All,0.007401013,0.005213425,1.007428468,0.997186665,1.017775,-0.04458601,0.04480884,0.995551324,0.986846145,1.004333,0.000497215,0.000619854,1.006384645,0.990855527,1.022157,0.001063349,0.000642945,1.006935707,0.998721468,1.015218
Age 0-10 Female,0.015366535,0.006979819,1.015485207,1.001687512,1.029473,0.04337139,0.05966172,1.004346558,0.992670435,1.016160,-4.38228E-05,0.000831061,0.999439226,0.978816982,1.020496,0.002589427,0.00085645,1.016973721,1.005937669,1.028131
Age 0-10 Male,0.000941141,0.00651679,1.000941584,0.988237953,1.013809,-0.11756327,0.05623742,0.988312509,0.977478618,0.999266,0.000936585,0.000773841,1.012060439,0.992601685,1.031901,-0.000190396,0.000806765,0.998763189,0.988550292,1.009082
Age 11-60 All,0.001124255,0.0020919,1.001124887,0.997028555,1.005238,-0.000459748,0.018632246,0.999954026,0.996308934,1.003612,6.83101E-05,0.000250507,1.000874752,0.994604255,1.007185,0.000266114,0.000259686,1.001731239,0.998422591,1.005051
Age 11-60 Female,0.001385616,0.002537174,1.001386576,0.996419181,1.006379,-0.002099875,0.022664727,0.999790035,0.995358531,1.004241,1.58897E-05,0.000303755,1.000203409,0.992610232,1.007855,0.000295786,0.0003152,1.001924458,0.997909146,1.005956
Age 11-60 Male,0.000784926,0.00267631,1.000785234,0.995549293,1.006049,0.001730702,0.023743136,1.000173085,0.995529438,1.004838,0.000138967,0.000320591,1.001780361,0.993755375,1.009870,0.000227849,0.000331925,1.001482116,0.997256062,1.005726
Age 60+All,-0.001671839,0.002658309,0.998329558,0.993141503,1.003545,0.01319211,0.02374306,1.001320082,0.996671124,1.005991,0.000118302,0.000318608,1.001515409,0.993541965,1.009553,-0.000283162,0.000330264,0.998161137,0.99397013,1.002370
Age 60+ Female,0.002859885,0.003289204,1.002863978,0.996419471,1.009350,0.05350097,0.02938706,1.005364434,0.999590317,1.011172,0.00014331,0.000394338,1.001836054,0.991973594,1.011797,-5.24083E-05,0.000409062,0.999659404,0.994463287,1.004883
Age 60+ Male,-0.006806155,0.003513792,0.993216954,0.986400138,1.000081,-0.03236878,0.03137003,0.996768355,0.990658502,1.002916,9.18523E-05,0.000421265,1.0011764,0.990650996,1.011814,-0.000541636,0.000436312,0.996485554,0.99096184,1.002040
All: LAG 9,0.000578999,0.001852318,1.000579166,0.996953106,1.004218,-0.001808008,0.016374502,0.999819216,0.996615537,1.003033,-0.000115315,0.0002207,0.998525058,0.993011594,1.004069,0.000280703,0.000229528,1.001826238,0.998900992,1.004760
Female,0.000947081,0.002192872,1.000947529,0.996654661,1.005259,0.01802967,0.01942779,1.001804593,0.997997129,1.005627,-0.000129406,0.000261144,0.998344978,0.991825622,1.004907,0.000286126,0.000271944,1.001861551,0.998396546,1.005339
Male,0.000126913,0.00222654,1.000126921,0.995771858,1.004501,-0.02595725,0.01962195,0.997407641,0.993579076,1.001251,-9.93959E-05,0.000265459,0.998728541,0.992099281,1.005402,0.000274181,0.000275673,1.001783767,0.998271604,1.005308
Warm All,0.002028074,0.001630297,1.002030132,0.998833373,1.005237,0.0296599,0.01901503,1.002970393,0.999239334,1.006715,-0.000330138,0.000189399,0.995783148,0.991062764,1.000526,0.000452417,0.000226411,1.002945036,1.000056235,1.005842
Warm Female,0.003177992,0.001937373,1.003183047,0.999380933,1.007000,0.05394852,0.02259119,1.00540943,1.000967446,1.009871,-0.000356222,0.000225135,0.995450743,0.9898441,1.001089,0.000707817,0.000268955,1.004611407,1.001175012,1.008060
Warm Male,0.000608113,0.002016632,1.000608298,0.996661101,1.004571,-0.00034518,0.02352193,0.999965483,0.995365954,1.004586,-0.000298148,0.000234266,0.996190983,0.990353279,1.002063,0.000136675,0.000280205,1.00088878,0.997322167,1.004468
Cold All,-0.001006117,0.002100575,0.998994389,0.994889857,1.003116,-0.01642086,0.01503843,0.998359261,0.995420898,1.001306,0.000205191,0.000263563,1.002629893,0.996022115,1.009282,0.000138203,0.000232244,1.000898722,0.997941651,1.003865
Cold Female,-0.001542041,0.002478122,0.998459147,0.993621271,1.003321,0.003545363,0.017787262,1.000354599,0.996873132,1.003848,9.65612E-05,0.000310642,1.001236748,0.993464045,1.009070,-5.02023E-05,0.000274216,0.999673738,0.996187466,1.003172
Cold Male,-0.000343039,0.002463901,0.999657019,0.994841068,1.004496,-0.04062189,0.01757776,0.995946051,0.99252068,0.999383,0.000335331,0.000309513,1.004301457,0.996533205,1.012130,0.000368165,0.000272087,1.002395939,0.998927262,1.005877
Age 0-10 All,0.016299973,0.005204224,1.016433542,1.006118335,1.026855,0.00367453,0.04477884,1.000367521,0.991626059,1.009186,-0.000147261,0.000620137,0.998116832,0.982708317,1.013767,0.001956792,0.000641237,1.01280038,1.004560158,1.021108
Age 0-10 Female,0.024250879,0.006965584,1.024547323,1.010654695,1.038631,0.1446876,0.05967259,1.014573939,1.00277678,1.026510,-0.001225548,0.000831851,0.984435383,0.964103616,1.005196,0.00289821,0.000856195,1.019016926,1.007961971,1.030193
Age 0-10 Male,0.00982524,0.006523478,1.009873666,0.997043602,1.022869,-0.1124739,0.05620196,0.988815625,0.977983017,0.999768,0.000723028,0.000774678,1.00929772,0.989871278,1.029105,0.001186419,0.000805359,1.007741535,0.99745469,1.018134
Age 11-60 All,-0.000443818,0.002102195,0.99955628,0.995446279,1.003683,-0.008164828,0.018621621,0.99918385,0.995543639,1.002837,-0.000215111,0.000250438,0.997250361,0.991004286,1.003536,0.00018828,0.000260651,1.001224569,0.99790533,1.004555
Age 11-60 Female,-0.000428462,0.002549894,0.999571629,0.994588441,1.004580,-0.003075303,0.022646525,0.999692517,0.995264996,1.004140,-3.02184E-05,0.000303485,0.99961328,0.9920313,1.007253,0.000275381,0.000316472,1.001791576,0.997760636,1.005839
Age 11-60 Male,-0.0004556,0.002685807,0.999544504,0.994296546,1.004820,-0.01490601,0.02370864,0.998510509,0.993881302,1.003161,-0.000470221,0.000320343,0.993999251,0.98604274,1.002020,7.33053E-05,0.000332584,1.000476598,0.996246422,1.004725
Age 60+All,-0.00127411,0.002669116,0.998726701,0.993515538,1.003965,0.008351853,0.023671512,1.000835534,0.996202797,1.005490,7.96788E-05,0.000318199,1.001020408,0.993061095,1.009044,5.11757E-05,0.000331016,1.000332698,0.996123032,1.004560
Age 60+ Female,-0.001000998,0.00330443,0.998999503,0.992550207,1.005491,0.03246779,0.029346,1.003252055,0.997498098,1.009039,-0.000105529,0.000393888,0.998650146,0.988830212,1.008568,-0.000220664,0.000409997,0.998566714,0.993364441,1.003796
Age 60+ Male,-0.001586031,0.003530458,0.998415226,0.991530343,1.005348,-0.01895852,0.03125304,0.998105944,0.992010638,1.004239,0.000294464,0.000420911,1.003776254,0.993232331,1.014432,0.00035972,0.000437558,1.002340917,0.996768929,1.007944
All: LAG 10,0.000235969,0.00186412,1.000235997,0.996588128,1.003897,-0.01843892,0.01648646,0.998157807,0.994937619,1.001388,0.000112286,0.000221788,1.001438299,0.995881565,1.007026,0.00017254,0.000231029,1.001122138,0.998179853,1.004073
Female,-0.0013562,0.00220926,0.998644719,0.994329787,1.002978,-0.01101295,0.01959136,0.998899311,0.995070986,1.002742,9.62554E-05,0.000262871,1.001232828,0.994651515,1.007858,1.40106E-06,0.00027394,1.000009107,0.996525164,1.003505
Male,0.002188092,0.00223992,1.002190488,0.997800272,1.006600,-0.02745459,0.01975189,0.997258306,0.993405014,1.001127,0.000130278,0.000266545,1.001668953,0.994993056,1.008390,0.000382744,0.000277464,1.002490932,0.998953496,1.006041
Warm All,0.000461302,0.001645308,1.000461408,0.997240313,1.003693,-0.005507722,0.01936528,0.999449379,0.995663065,1.003250,0.000132623,0.000190689,1.001699014,0.996918322,1.006503,0.000348572,0.000228446,1.002268283,0.999355515,1.005190
Warm Female,-0.000365305,0.001958407,0.999634761,0.99580504,1.003479,0.01313123,0.02304418,1.001313986,0.99680159,1.005847,7.68568E-05,0.000227082,1.00098425,0.995297831,1.006703,0.000283766,0.000271837,1.001846181,0.998382588,1.005322
Warm Male,0.00148162,0.002029537,1.001482718,0.997506841,1.005474,-0.02855568,0.02389198,0.997148505,0.992489946,1.001829,0.000201651,0.000235114,1.002584469,0.996688099,1.008516,0.000428465,0.000281984,1.002788904,0.999192876,1.006398
Cold All,-0.00029198,0.002110297,0.999708063,0.995581628,1.003852,-0.02262624,0.01506676,0.997739934,0.994797869,1.000691,2.18782E-06,0.000264551,1.000028005,0.993412735,1.006687,4.84404E-05,0.000233261,1.000314912,0.99734664,1.003292
Cold Female,-0.002453329,0.002492027,0.997549678,0.992689153,1.002434,-0.01899898,0.01784741,0.998101906,0.994616553,1.001599,-1.35189E-06,0.00031242,0.999982696,0.992175473,1.007851,-0.000206898,0.000275568,0.998656065,0.995156189,1.002168
Cold Male,0.002342286,0.002482786,1.002345031,0.997479208,1.007235,-0.02704181,0.01766958,0.997299472,0.993851561,1.000759,1.54149E-06,0.000311335,1.000019731,0.992239228,1.007861,0.000361322,0.000274283,1.002351354,0.998854882,1.005860
Age 0-10 All,0.005298267,0.00524853,1.005312328,0.995023572,1.015707,-0.07691696,0.04521389,0.992337809,0.98358264,1.001171,0.000419813,0.000625113,1.005388071,0.989743733,1.021280,0.000149624,0.000646253,1.000973027,0.992765582,1.009248
Age 0-10 Female,0.002246086,0.007030013,1.00224861,0.988533508,1.016154,-0.02864386,0.06040594,0.997139712,0.985403625,1.009016,0.000353989,0.00083647,1.004541336,0.983680324,1.025845,0.000219907,0.000864658,1.00143042,0.99045946,1.012523
Age 0-10 Male,0.00782448,0.006567657,1.007855171,0.994964593,1.020913,-0.11647839,0.05669476,0.988419734,0.977497043,0.999464,0.000468939,0.000782792,1.006020465,0.986456281,1.025973,9.51207E-05,0.000809322,1.000618476,0.990354342,1.010989
Age 11-60 All,5.93824E-05,0.002115564,1.000059384,0.995921218,1.004215,-0.018072,0.01874458,0.998194432,0.994533856,1.001868,1.27509E-05,0.000251785,1.000163224,0.993865333,1.006501,0.000211109,0.000262333,1.00137315,0.998032022,1.004725
Age 11-60 Female,-0.001671433,0.002568992,0.998329963,0.993315782,1.003369,-0.02117575,0.02282345,0.997884665,0.993430702,1.002359,0.000211286,0.000305607,1.00270812,0.995049697,1.010425,-8.46083E-06,0.000318892,0.999945006,0.99589079,1.004016
Age 11-60 Male,0.002388697,0.002699572,1.002391552,0.997101744,1.007709,-0.01391891,0.02384127,0.998609077,0.993953574,1.003286,-0.000258491,0.000321511,0.996696785,0.988689688,1.004769,0.000506829,0.0003343,1.003299824,0.999035881,1.007582
Age 60+All,-0.000646828,0.002683821,0.999353381,0.994110296,1.004624,-0.004449292,0.02381864,0.99955517,0.994899668,1.004232,0.00021959,0.000319085,1.002814699,0.994819021,1.010875,0.000109542,0.000332847,1.000712275,0.996477767,1.004965
Age 60+ Female,-0.001445525,0.003326196,0.998555519,0.992066766,1.005087,0.01310875,0.02957812,1.001311735,0.995523613,1.007134,-0.000189363,0.000395897,0.997579094,0.98771993,1.007537,-1.85918E-05,0.000412215,0.99987916,0.994641945,1.005144
Age 60+ Male,0.000262195,0.003553926,1.00026223,0.993318918,1.007254,-0.02432782,0.03146657,0.997570175,0.991436646,1.003742,0.000685002,0.000421889,1.008806573,0.998185309,1.019541,0.00025561,0.000441128,1.001662848,0.99604932,1.007308
All: LAG 11,0.000994402,0.001869857,1.000994897,0.997333045,1.004670,-0.01998672,0.01664867,0.998003324,0.994752008,1.001265,0.000359961,0.000221502,1.004618128,0.999050905,1.010216,0.000124383,0.000231572,1.000808819,0.997860557,1.003766
Female,0.001394403,0.002216398,1.001395376,0.997054609,1.005755,-0.0118159,0.01976343,0.998819108,0.994957534,1.002696,0.000376776,0.000262644,1.004834376,0.998235084,1.011477,0.000140274,0.000274574,1.000912197,0.997417055,1.004420
Male,0.000501479,0.002245786,1.000501605,0.996107335,1.004915,-0.02996601,0.01996154,0.997007884,0.99311475,1.000916,0.000338442,0.00026599,1.004341453,0.997661637,1.011066,0.000105947,0.000278027,1.00068889,0.997150659,1.004240
Warm All,0.001824758,0.001640702,1.001826424,0.998609949,1.005053,-0.002405632,0.019543248,0.999759466,0.995937236,1.003596,0.000170426,0.000188642,1.002183839,0.997452059,1.006938,0.000196249,0.00022832,1.001276432,0.998368155,1.004193
Warm Female,0.002743902,0.001954467,1.00274767,0.998913737,1.006596,0.0205321,0.02326329,1.002055319,0.997496744,1.006635,0.000117334,0.000224931,1.001503006,0.995867364,1.007171,0.000308904,0.000271942,1.002009895,0.998544399,1.005487
Warm Male,0.000691819,0.002021165,1.000692058,0.996735674,1.004664,-0.03086693,0.02408744,0.996918066,0.992222571,1.001636,0.000236437,0.000232124,1.003030973,0.997206767,1.008889,5.7414E-05,0.00028131,1.000373261,0.996794452,1.003965
Cold All,-0.000129935,0.002129198,0.999870073,0.995706083,1.004051,-0.02633929,0.01520934,0.997369537,0.994400775,1.000347,0.000585261,0.00026653,1.00751947,1.000804951,1.014279,5.95749E-05,0.000234115,1.000387312,0.997407973,1.003376
Cold Female,0.000212913,0.002513725,1.000212936,0.995297105,1.005153,-0.02471121,0.01798773,0.99753193,0.994021228,1.001055,0.000723042,0.000314673,1.009297892,1.001361342,1.017297,-2.76817E-06,0.000276461,0.999982007,0.99646615,1.003510
Cold Male,-0.000559795,0.002507328,0.999440362,0.994540799,1.004364,-0.02828659,0.01787788,0.997175338,0.993687286,1.000676,0.000414689,0.000313984,1.005322134,0.997434096,1.013273,0.00013744,0.000275607,1.000893761,0.997385549,1.004414
Age 0-10 All,0.002536624,0.005258212,1.002539844,0.992260633,1.012926,-0.09598223,0.0456639,0.990447693,0.981622615,0.999352,0.000886113,0.000622447,1.011406816,0.995735423,1.027325,0.000481694,0.000645663,1.00313592,0.994918224,1.011421
Age 0-10 Female,0.001217064,0.007061222,1.001217805,0.987456404,1.015171,-0.08434593,0.06098208,0.991600878,0.979819331,1.003524,0.001183804,0.000834938,1.015268073,0.994222526,1.036759,0.000658829,0.000866688,1.004291568,0.993263576,1.015442
Age 0-10 Male,0.00359505,0.006569708,1.00360152,0.990761363,1.016608,-0.10566711,0.05733523,0.989488921,0.978431582,1.000671,0.000638958,0.00077858,1.008212196,0.988709855,1.028099,0.000336683,0.000807042,1.002190834,0.99193938,1.012548
Age 11-60 All,0.002794308,0.002118045,1.002798216,0.99864386,1.006970,-0.001289189,0.018897473,0.999871089,0.996174512,1.003581,0.000259291,0.00025112,1.003324437,0.997023262,1.009665,0.00033146,0.000262426,1.002156812,0.998811883,1.005513
Age 11-60 Female,0.002493946,0.002573357,1.002497058,0.997453414,1.007566,-0.003204287,0.022980144,0.999679623,0.995187082,1.004192,0.000336277,0.000304839,1.004313616,0.996662134,1.012024,0.000272215,0.000319103,1.001770965,0.997706663,1.005852
Age 11-60 Male,0.003188489,0.002703152,1.003193578,0.997892535,1.008523,0.001242702,0.024083955,1.000124278,0.995414361,1.004856,0.000154221,0.000320835,1.001975976,0.993943344,1.010074,0.000410766,0.000334537,1.002673547,0.99840925,1.006956
Age 60+All,-0.002716778,0.002695942,0.997286909,0.992031097,1.002571,-0.03537149,0.02407883,0.996469099,0.991777392,1.001183,0.000414464,0.00031926,1.005319231,0.9972992,1.013404,-0.000343997,0.000334301,0.997766519,0.993526077,1.002025
Age 60+ Female,-0.000789513,0.003337933,0.999210799,0.992694951,1.005769,-0.01334014,0.02988203,0.998666875,0.992834901,1.004533,0.000289207,0.000396219,1.003708703,0.993780912,1.013736,-0.000227948,0.000413484,0.998519438,0.993273278,1.003793
Age 60+ Male,-0.004943336,0.003567709,0.995068862,0.988134906,1.002051,-0.06044103,0.03178384,0.993974126,0.987801279,1.000186,0.000555149,0.00042142,1.007131211,0.996539312,1.017836,-0.000479453,0.000442954,0.996888404,0.991278569,1.002530
All: LAG 12,0.002055541,0.001870611,1.002057655,0.99839044,1.005738,0.005001545,0.016700281,1.00050028,0.997230741,1.003781,-1.33716E-05,0.000221266,0.999828858,0.99429407,1.005394,0.000194085,0.000231608,1.001262351,0.998312301,1.004221
Female,0.001129766,0.002217568,1.001130404,0.996788501,1.005491,0.005821162,0.019825957,1.000582286,0.99670168,1.004478,-0.000123892,0.000262208,0.998415435,0.991869152,1.005005,0.000193031,0.000274631,1.001255488,0.997758418,1.004765
Male,0.003191475,0.002246283,1.003196573,0.998789494,1.007623,0.004022553,0.020018944,1.000402336,0.996484735,1.004335,0.00012167,0.000265796,1.001558584,0.994902122,1.008260,0.000196181,0.000278048,1.001275987,0.997735416,1.004829
Warm All,0.000919684,0.001642803,1.000920107,0.997702434,1.004148,0.01758394,0.01954586,1.001759941,0.997929552,1.005605,-0.000118816,0.000187681,0.998480311,0.993789977,1.003193,0.00044429,0.00022815,1.002892062,0.999981254,1.005811
